charger_id,timestamp,voltage,temperature,session_duration,error_code,charger_condition,days_since_maintenance,location,weather,failed
7659,2026-04-03,225.8,29.1,25,2,H,24,Karachi,Clear,0
7660,2026-03-30,226.2,39.3,10,0,L,42,Lahore,Humid,1
7661,2026-03-24,233.2,59.9,100,0,L,31,Karachi,Clear,1
7662,2026-03-16,230.8,61.1,16,1,M,6,Lahore,Humid,1
7663,2026-03-25,233.2,61.1,15,1,M,180,Islamabad,Humid,1
7664,2026-03-24,227.5,32.7,100,0,L,118,Karachi,Clear,1
7665,2026-04-13,230.2,39.9,10,2,H,152,Islamabad,Humid,0
7666,2026-04-13,228.5,41.8,100,0,L,143,Lahore,Humid,1
7667,2026-04-02,230.5,50.2,19,2,H,180,Lahore,Clear,1
7668,2026-04-08,235.0,50.2,17,1,M,180,Lahore,Hot,1
7669,2026-04-08,235.5,70.8,13,2,H,66,Karachi,Clear,1
7670,2026-03-28,231.0,61.7,17,1,M,12,Islamabad,Humid,1
7671,2026-03-25,228.8,47.8,16,1,M,180,Karachi,Rain,0
7672,2026-03-23,228.2,37.5,29,0,L,121,Karachi,Hot,0
7673,2026-03-21,233.0,63.5,16,2,H,101,Lahore,Rain,1
7674,2026-03-29,232.0,59.9,14,0,L,180,Islamabad,Hot,1
7675,2026-04-03,228.8,46.6,27,2,H,132,Lahore,Rain,0
7676,2026-03-31,236.5,65.9,61,1,M,180,Karachi,Hot,0
7677,2026-03-17,234.2,67.7,15,0,L,8,Lahore,Clear,1
7678,2026-03-29,230.5,50.8,100,2,H,81,Islamabad,Hot,1
7679,2026-03-28,235.0,52.6,90,1,M,180,Lahore,Hot,1
7680,2026-03-22,230.2,60.5,10,2,H,147,Islamabad,Hot,1
7681,2026-03-18,233.0,63.5,16,2,H,101,Islamabad,Humid,1
7682,2026-04-09,227.0,32.1,34,0,L,74,Lahore,Rain,0
7683,2026-03-24,234.8,49.6,46,2,H,162,Karachi,Clear,0
7684,2026-03-16,227.0,43.0,47,0,L,69,Lahore,Rain,0
7685,2026-03-28,225.2,28.5,10,1,M,105,Karachi,Rain,1
7686,2026-03-22,224.5,28.5,41,2,H,38,Karachi,Clear,0
7687,2026-04-06,231.2,53.2,10,1,M,157,Lahore,Humid,0
7688,2026-04-10,231.2,42.4,44,2,H,68,Karachi,Hot,0
7689,2026-03-24,222.2,24.2,31,0,L,119,Karachi,Humid,0
7690,2026-04-08,237.8,70.2,100,1,M,26,Lahore,Humid,1
7691,2026-04-01,231.0,41.2,10,1,M,180,Lahore,Hot,1
7692,2026-03-29,233.0,62.3,17,2,H,130,Lahore,Rain,1
7693,2026-03-19,234.0,55.1,100,2,H,43,Karachi,Hot,0
7694,2026-04-05,230.5,50.8,100,2,H,81,Islamabad,Clear,1
7695,2026-03-27,234.0,67.1,86,2,H,167,Karachi,Hot,0
7696,2026-04-01,226.2,36.9,22,1,M,19,Islamabad,Rain,1
7697,2026-03-16,231.0,61.7,17,1,M,12,Lahore,Humid,1
7698,2026-03-27,231.8,60.5,10,1,M,79,Islamabad,Humid,1
7699,2026-04-13,236.2,64.7,25,0,L,180,Lahore,Hot,1
7700,2026-03-28,229.8,46.6,16,0,L,161,Lahore,Clear,0
7701,2026-03-24,233.5,52.6,100,0,L,170,Islamabad,Rain,1
7702,2026-04-13,234.8,62.3,58,0,L,79,Lahore,Humid,0
7703,2026-03-18,225.8,38.7,34,0,L,7,Islamabad,Hot,0
7704,2026-03-29,230.5,50.8,100,2,H,81,Lahore,Clear,1
7705,2026-03-22,238.5,71.4,100,0,L,5,Karachi,Clear,1
7706,2026-03-29,234.2,48.4,28,0,L,180,Karachi,Humid,0
7707,2026-03-28,236.8,67.1,20,0,L,127,Lahore,Humid,1
7708,2026-04-12,233.8,61.1,25,0,L,153,Lahore,Rain,1
7709,2026-04-10,229.2,39.3,37,1,M,150,Islamabad,Clear,0
7710,2026-04-04,233.0,62.3,18,0,L,166,Karachi,Rain,1
7711,2026-03-23,235.8,64.7,63,0,L,63,Islamabad,Clear,0
7712,2026-04-03,225.8,38.7,22,1,M,180,Lahore,Clear,1
7713,2026-03-17,229.8,47.2,23,1,M,82,Lahore,Hot,0
7714,2026-04-09,229.2,53.2,14,1,M,113,Islamabad,Humid,1
7715,2026-03-29,226.8,43.6,34,1,M,98,Lahore,Clear,0
7716,2026-04-07,221.2,21.8,62,0,L,29,Karachi,Rain,0
7717,2026-03-31,226.2,41.8,82,1,M,23,Islamabad,Humid,0
7718,2026-04-08,231.8,47.8,21,0,L,144,Karachi,Rain,0
7719,2026-03-30,233.8,50.2,18,1,M,136,Karachi,Humid,1
7720,2026-03-18,231.5,53.2,32,1,M,180,Karachi,Humid,0
7721,2026-03-25,233.0,44.8,28,1,M,7,Islamabad,Clear,0
7722,2026-04-08,233.5,52.0,25,2,H,28,Lahore,Hot,0
7723,2026-03-22,231.5,43.0,24,1,M,94,Karachi,Clear,0
7724,2026-03-17,235.2,62.3,16,1,M,104,Karachi,Humid,0
7725,2026-04-02,232.2,56.3,18,1,M,173,Karachi,Clear,0
7726,2026-03-28,234.8,50.2,60,2,H,97,Lahore,Clear,0
7727,2026-03-23,227.0,43.6,18,0,L,180,Lahore,Humid,1
7728,2026-03-17,226.8,35.1,52,0,L,177,Islamabad,Humid,0
7729,2026-03-18,225.2,29.7,35,2,H,180,Lahore,Clear,1
7730,2026-04-08,230.2,41.2,29,2,H,171,Islamabad,Clear,0
7731,2026-04-11,238.2,70.8,26,0,L,40,Islamabad,Clear,0
7732,2026-03-18,235.8,63.5,44,1,M,46,Islamabad,Rain,0
7733,2026-03-25,232.0,62.9,17,1,M,144,Islamabad,Clear,1
7734,2026-04-02,238.8,72.6,10,2,H,161,Islamabad,Rain,1
7735,2026-04-13,237.8,70.2,100,1,M,26,Karachi,Hot,1
7736,2026-03-30,232.2,58.7,22,1,M,180,Lahore,Rain,0
7737,2026-04-06,228.8,46.0,22,0,L,180,Karachi,Clear,0
7738,2026-04-05,232.2,61.1,13,1,M,88,Islamabad,Hot,1
7739,2026-03-31,231.0,41.8,17,2,H,161,Lahore,Rain,0
7740,2026-04-13,225.2,29.7,35,2,H,180,Karachi,Rain,1
7741,2026-03-24,230.2,58.7,10,1,M,111,Karachi,Humid,1
7742,2026-04-07,225.5,32.1,26,2,H,161,Islamabad,Hot,0
7743,2026-03-31,229.0,36.9,13,2,H,72,Karachi,Humid,0
7744,2026-03-30,231.2,41.2,38,1,M,116,Karachi,Hot,0
7745,2026-04-03,237.0,68.4,13,2,H,120,Karachi,Rain,0
7746,2026-04-05,234.8,69.6,26,2,H,80,Karachi,Humid,0
7747,2026-03-20,233.0,59.9,37,0,L,180,Karachi,Clear,1
7748,2026-03-21,238.8,72.6,10,2,H,161,Islamabad,Rain,1
7749,2026-03-28,232.5,58.1,22,1,M,94,Islamabad,Hot,0
7750,2026-03-25,234.8,55.7,26,0,L,180,Karachi,Hot,1
7751,2026-03-26,236.2,70.2,17,2,H,112,Islamabad,Humid,1
7752,2026-03-28,232.0,62.9,17,1,M,144,Islamabad,Humid,1
7753,2026-03-19,232.8,63.5,38,0,L,158,Lahore,Hot,0
7754,2026-03-19,234.5,64.1,43,2,H,180,Karachi,Rain,1
7755,2026-04-03,224.5,36.3,32,1,M,98,Islamabad,Humid,0
7756,2026-04-05,234.0,62.3,25,1,M,115,Islamabad,Clear,0
7757,2026-04-06,227.5,44.2,21,2,H,82,Karachi,Hot,0
7758,2026-04-09,233.0,59.9,37,0,L,180,Lahore,Clear,1
7759,2026-03-29,232.2,53.8,34,0,L,3,Karachi,Hot,0
7760,2026-04-09,230.0,41.8,20,2,H,161,Lahore,Clear,0
7761,2026-03-15,226.5,33.9,44,2,H,79,Karachi,Rain,0
7762,2026-04-08,231.0,62.3,12,0,L,134,Karachi,Hot,1
7763,2026-04-13,225.2,28.5,10,1,M,105,Karachi,Rain,1
7764,2026-04-07,233.0,62.3,17,2,H,130,Karachi,Humid,1
7765,2026-04-06,236.0,64.1,10,0,L,0,Lahore,Hot,1
7766,2026-03-23,227.8,43.0,29,1,M,180,Lahore,Rain,0
7767,2026-03-17,235.2,70.2,10,0,L,148,Islamabad,Clear,1
7768,2026-04-09,233.5,56.9,56,1,M,88,Karachi,Rain,0
7769,2026-03-18,237.0,71.4,46,2,H,170,Lahore,Hot,0
7770,2026-03-30,226.0,33.3,13,1,M,151,Lahore,Rain,1
7771,2026-03-21,231.0,40.5,31,1,M,53,Lahore,Clear,0
7772,2026-04-05,232.5,56.9,17,1,M,92,Karachi,Clear,1
7773,2026-03-28,231.5,63.5,51,1,M,180,Islamabad,Clear,0
7774,2026-03-30,237.8,70.2,100,1,M,26,Lahore,Humid,1
7775,2026-04-12,229.0,41.8,38,1,M,65,Karachi,Hot,0
7776,2026-04-01,233.0,57.5,100,0,L,15,Lahore,Clear,1
7777,2026-03-30,229.8,39.3,38,2,H,91,Lahore,Humid,0
7778,2026-03-30,233.8,61.1,32,0,L,155,Islamabad,Clear,0
7779,2026-03-16,232.2,54.5,29,0,L,180,Lahore,Rain,1
7780,2026-03-24,232.2,58.7,68,1,M,99,Lahore,Hot,0
7781,2026-03-21,233.5,56.9,29,0,L,142,Karachi,Rain,0
7782,2026-04-08,233.5,53.2,28,0,L,176,Karachi,Humid,0
7783,2026-04-10,229.8,52.6,80,1,M,180,Islamabad,Rain,1
7784,2026-03-29,234.5,64.1,43,2,H,180,Karachi,Rain,1
7785,2026-04-11,225.5,38.1,41,1,M,151,Karachi,Clear,0
7786,2026-03-23,236.0,53.8,26,0,L,166,Islamabad,Rain,0
7787,2026-03-21,226.8,43.6,34,1,M,98,Lahore,Clear,0
7788,2026-04-10,232.2,61.7,14,1,M,134,Islamabad,Clear,1
7789,2026-04-07,230.5,41.2,24,2,H,40,Karachi,Hot,1
7790,2026-03-30,231.0,56.3,10,0,L,180,Islamabad,Humid,1
7791,2026-04-09,234.0,52.0,33,0,L,0,Lahore,Humid,0
7792,2026-03-17,231.8,64.7,11,2,H,20,Islamabad,Humid,1
7793,2026-03-31,228.8,40.5,25,2,H,180,Karachi,Clear,0
7794,2026-04-06,231.8,60.5,10,1,M,79,Karachi,Humid,1
7795,2026-03-22,232.2,61.7,16,1,M,126,Islamabad,Clear,1
7796,2026-03-16,226.2,37.5,20,0,L,153,Lahore,Hot,0
7797,2026-04-08,233.2,62.3,25,1,M,175,Islamabad,Humid,0
7798,2026-04-03,230.2,51.4,18,0,L,180,Lahore,Clear,1
7799,2026-04-09,234.5,64.1,43,2,H,180,Lahore,Humid,1
7800,2026-04-10,229.8,52.0,49,0,L,53,Islamabad,Humid,0
7801,2026-04-08,230.5,51.4,20,2,H,180,Lahore,Hot,1
7802,2026-04-12,230.2,41.2,29,2,H,171,Karachi,Rain,0
7803,2026-03-17,235.2,70.2,46,1,M,94,Islamabad,Humid,0
7804,2026-03-22,234.0,50.2,31,0,L,107,Lahore,Hot,0
7805,2026-04-10,235.5,70.8,13,2,H,66,Karachi,Humid,1
7806,2026-03-16,235.5,62.9,10,0,L,139,Islamabad,Humid,1
7807,2026-04-13,231.2,52.6,16,2,H,180,Karachi,Humid,1
7808,2026-04-02,227.2,32.7,43,0,L,159,Karachi,Humid,0
7809,2026-03-31,227.5,42.4,21,2,H,25,Karachi,Rain,0
7810,2026-03-19,233.8,62.9,31,2,H,180,Lahore,Rain,0
7811,2026-04-03,231.2,59.3,100,0,L,180,Islamabad,Humid,1
7812,2026-04-12,231.8,62.9,38,1,M,149,Islamabad,Humid,0
7813,2026-03-31,226.2,38.1,46,0,L,67,Lahore,Hot,0
7814,2026-03-24,226.5,32.7,28,0,L,180,Islamabad,Hot,1
7815,2026-03-23,233.5,66.5,17,1,M,117,Karachi,Clear,1
7816,2026-04-05,236.8,65.3,21,2,H,180,Islamabad,Rain,1
7817,2026-03-20,225.5,37.5,11,0,L,67,Lahore,Humid,1
7818,2026-04-13,231.8,64.7,11,2,H,20,Karachi,Rain,1
7819,2026-03-25,233.0,59.3,41,0,L,180,Lahore,Hot,0
7820,2026-03-16,227.5,36.9,11,1,M,59,Karachi,Rain,0
7821,2026-04-13,225.8,29.7,22,2,H,105,Karachi,Rain,0
7822,2026-04-06,231.5,41.8,16,0,L,95,Islamabad,Humid,0
7823,2026-03-26,231.2,41.2,25,2,H,107,Karachi,Humid,0
7824,2026-03-26,230.2,60.5,10,2,H,147,Lahore,Hot,1
7825,2026-03-30,228.8,46.0,67,1,M,180,Islamabad,Humid,1
7826,2026-04-08,232.0,62.9,17,1,M,144,Lahore,Hot,1
7827,2026-04-05,227.0,36.9,18,1,M,17,Karachi,Hot,0
7828,2026-04-10,231.2,52.0,12,0,L,8,Lahore,Clear,0
7829,2026-04-07,232.5,61.1,16,1,M,180,Lahore,Clear,1
7830,2026-03-26,233.5,64.7,10,1,M,125,Karachi,Clear,1
7831,2026-04-04,231.2,59.3,100,0,L,180,Islamabad,Rain,1
7832,2026-04-01,231.2,40.5,40,1,M,36,Lahore,Clear,0
7833,2026-03-27,235.2,68.4,11,0,L,42,Karachi,Humid,1
7834,2026-03-29,225.2,29.7,35,2,H,180,Islamabad,Humid,1
7835,2026-03-30,232.8,50.8,20,0,L,142,Islamabad,Clear,0
7836,2026-03-18,233.0,62.3,16,1,M,67,Islamabad,Rain,1
7837,2026-03-26,231.2,52.6,16,2,H,180,Lahore,Hot,1
7838,2026-03-31,234.5,63.5,16,1,M,139,Lahore,Rain,0
7839,2026-03-15,233.8,61.1,29,0,L,162,Lahore,Rain,0
7840,2026-04-05,226.0,32.1,28,2,H,2,Islamabad,Hot,0
7841,2026-04-01,227.0,32.7,20,0,L,61,Lahore,Hot,1
7842,2026-04-05,229.8,52.6,80,1,M,180,Karachi,Hot,1
7843,2026-03-30,230.8,61.1,16,1,M,6,Lahore,Humid,1
7844,2026-03-15,230.5,41.2,24,2,H,40,Lahore,Hot,1
7845,2026-04-10,233.8,62.3,20,1,M,88,Islamabad,Hot,0
7846,2026-03-24,224.5,29.7,100,0,L,18,Lahore,Rain,1
7847,2026-04-02,234.2,62.3,24,2,H,51,Karachi,Rain,0
7848,2026-03-30,232.2,56.3,26,0,L,104,Islamabad,Clear,0
7849,2026-03-28,226.2,43.0,25,2,H,112,Karachi,Rain,0
7850,2026-04-08,230.5,50.2,19,2,H,180,Islamabad,Hot,1
7851,2026-03-16,227.2,39.3,19,1,M,44,Islamabad,Humid,0
7852,2026-04-07,235.5,70.8,13,2,H,66,Lahore,Rain,1
7853,2026-03-20,235.0,62.9,52,0,L,112,Karachi,Rain,0
7854,2026-04-11,230.2,51.4,46,0,L,145,Islamabad,Hot,1
7855,2026-04-05,229.5,38.7,95,0,L,98,Lahore,Rain,1
7856,2026-04-06,230.5,50.2,19,2,H,180,Islamabad,Rain,1
7857,2026-03-19,226.5,43.0,22,2,H,16,Islamabad,Hot,0
7858,2026-03-26,229.8,52.6,61,0,L,180,Islamabad,Rain,0
7859,2026-04-10,233.0,63.5,16,2,H,101,Islamabad,Humid,1
7860,2026-03-18,221.2,21.8,22,2,H,69,Islamabad,Clear,0
7861,2026-04-05,232.8,44.8,43,1,M,111,Islamabad,Rain,0
7862,2026-04-07,231.8,57.5,100,1,M,21,Lahore,Humid,1
7863,2026-03-18,236.0,52.0,10,1,M,49,Islamabad,Rain,0
7864,2026-03-19,229.8,48.4,22,1,M,67,Karachi,Clear,0
7865,2026-03-21,233.0,62.3,18,0,L,166,Lahore,Hot,1
7866,2026-03-20,231.5,46.6,46,1,M,6,Karachi,Clear,0
7867,2026-03-27,229.2,47.2,28,0,L,51,Islamabad,Rain,0
7868,2026-03-18,236.8,65.3,21,2,H,180,Karachi,Clear,1
7869,2026-03-27,234.5,67.7,14,1,M,2,Islamabad,Clear,1
7870,2026-03-18,231.5,62.9,18,1,M,165,Islamabad,Hot,1
7871,2026-03-24,238.8,72.6,10,2,H,161,Lahore,Rain,1
7872,2026-04-03,232.5,61.1,10,2,H,101,Lahore,Clear,1
7873,2026-03-15,236.5,69.0,57,2,H,40,Islamabad,Clear,0
7874,2026-04-04,232.5,43.6,44,2,H,23,Lahore,Hot,0
7875,2026-03-22,238.8,71.4,31,2,H,154,Karachi,Humid,0
7876,2026-03-21,231.5,62.9,70,0,L,113,Lahore,Rain,0
7877,2026-03-19,238.0,69.6,33,1,M,110,Lahore,Humid,0
7878,2026-03-17,230.5,51.4,20,2,H,180,Karachi,Humid,1
7879,2026-03-29,232.2,57.5,20,0,L,83,Lahore,Hot,0
7880,2026-04-10,231.8,57.5,38,2,H,161,Islamabad,Hot,0
7881,2026-03-31,233.0,65.3,11,0,L,40,Karachi,Rain,1
7882,2026-04-12,229.8,41.2,32,2,H,152,Islamabad,Humid,0
7883,2026-04-06,228.5,48.4,26,1,M,11,Karachi,Clear,0
7884,2026-03-27,233.0,63.5,16,2,H,101,Islamabad,Humid,1
7885,2026-03-29,233.0,63.5,16,2,H,101,Islamabad,Hot,1
7886,2026-04-10,230.2,51.4,13,2,H,159,Lahore,Clear,1
7887,2026-04-02,227.0,31.5,25,0,L,180,Islamabad,Clear,0
7888,2026-04-03,238.8,72.6,32,2,H,96,Lahore,Hot,0
7889,2026-03-28,233.2,46.0,35,0,L,139,Karachi,Clear,0
7890,2026-04-04,233.8,67.7,16,0,L,29,Islamabad,Humid,1
7891,2026-03-27,228.0,37.5,21,1,M,20,Islamabad,Hot,0
7892,2026-03-26,226.5,35.1,37,1,M,131,Karachi,Rain,0
7893,2026-04-07,239.5,73.8,35,2,H,58,Karachi,Hot,0
7894,2026-04-12,228.8,46.6,35,2,H,62,Islamabad,Rain,0
7895,2026-04-06,236.8,65.3,21,2,H,180,Karachi,Rain,1
7896,2026-03-23,233.0,62.3,17,2,H,130,Lahore,Hot,1
7897,2026-04-10,231.0,41.8,35,1,M,176,Karachi,Hot,0
7898,2026-03-17,229.2,52.0,18,2,H,180,Karachi,Rain,1
7899,2026-04-13,227.2,32.1,30,2,H,147,Islamabad,Rain,0
7900,2026-03-25,226.0,33.3,13,1,M,151,Lahore,Clear,1
7901,2026-03-24,233.5,51.4,35,0,L,7,Karachi,Hot,0
7902,2026-03-15,233.8,47.2,17,0,L,146,Lahore,Hot,0
7903,2026-03-31,231.0,53.2,20,0,L,180,Lahore,Clear,1
7904,2026-04-11,231.2,40.5,52,0,L,26,Lahore,Hot,0
7905,2026-04-09,236.5,65.3,10,1,M,180,Islamabad,Clear,1
7906,2026-03-27,232.8,52.6,31,1,M,97,Karachi,Clear,0
7907,2026-03-28,235.8,69.6,17,0,L,30,Islamabad,Hot,1
7908,2026-03-15,233.2,59.9,100,0,L,31,Karachi,Humid,1
7909,2026-03-16,231.2,41.8,57,2,H,180,Karachi,Rain,0
7910,2026-03-16,231.5,62.9,18,1,M,165,Islamabad,Hot,1
7911,2026-03-21,231.0,53.2,20,0,L,180,Lahore,Humid,1
7912,2026-03-23,235.8,63.5,25,1,M,180,Lahore,Clear,0
7913,2026-04-07,232.5,61.1,17,1,M,180,Karachi,Humid,1
7914,2026-03-18,227.5,41.2,29,0,L,71,Islamabad,Hot,0
7915,2026-03-16,235.0,50.8,28,1,M,180,Lahore,Hot,0
7916,2026-04-02,236.8,65.3,21,2,H,180,Lahore,Humid,1
7917,2026-04-09,231.2,58.7,42,2,H,42,Karachi,Hot,0
7918,2026-03-19,228.8,38.7,29,1,M,13,Karachi,Rain,0
7919,2026-03-23,230.0,41.8,20,2,H,161,Islamabad,Humid,0
7920,2026-04-07,227.5,36.9,33,1,M,56,Karachi,Clear,0
7921,2026-03-27,229.2,52.0,18,2,H,180,Lahore,Humid,1
7922,2026-03-26,226.2,41.8,17,1,M,30,Lahore,Humid,1
7923,2026-04-13,229.2,52.0,18,2,H,180,Lahore,Humid,1
7924,2026-04-02,221.5,23.0,10,1,M,89,Lahore,Humid,1
7925,2026-03-23,235.5,70.8,13,2,H,66,Islamabad,Clear,1
7926,2026-03-24,228.2,42.4,61,1,M,17,Islamabad,Clear,0
7927,2026-04-02,224.2,35.7,40,2,H,180,Karachi,Clear,1
7928,2026-03-24,229.2,53.2,14,1,M,113,Karachi,Humid,1
7929,2026-03-26,231.8,64.1,16,0,L,67,Karachi,Rain,1
7930,2026-03-28,225.8,38.7,22,1,M,180,Islamabad,Rain,1
7931,2026-03-22,224.5,28.5,31,1,M,55,Lahore,Clear,0
7932,2026-03-30,231.8,60.5,16,0,L,108,Karachi,Rain,1
7933,2026-03-31,225.2,29.7,35,2,H,180,Lahore,Rain,1
7934,2026-04-03,228.0,33.9,28,1,M,180,Karachi,Rain,0
7935,2026-03-18,229.2,52.0,18,2,H,180,Karachi,Rain,1
7936,2026-03-20,227.0,32.7,58,0,L,54,Karachi,Rain,0
7937,2026-03-26,230.8,43.0,19,0,L,27,Karachi,Hot,0
7938,2026-04-11,233.0,62.3,17,2,H,130,Karachi,Clear,1
7939,2026-04-01,230.5,41.2,24,2,H,40,Lahore,Humid,1
7940,2026-03-21,233.0,62.3,17,2,H,130,Karachi,Rain,1
7941,2026-03-19,231.8,64.7,11,2,H,20,Lahore,Hot,1
7942,2026-03-24,235.5,70.8,13,2,H,66,Islamabad,Humid,1
7943,2026-03-20,232.2,55.1,58,2,H,93,Karachi,Hot,0
7944,2026-04-10,235.0,69.0,16,1,M,180,Lahore,Rain,1
7945,2026-03-28,239.8,73.2,41,0,L,144,Islamabad,Rain,0
7946,2026-03-20,233.8,51.4,10,0,L,180,Islamabad,Rain,1
7947,2026-04-13,235.2,70.2,22,1,M,101,Islamabad,Rain,1
7948,2026-03-28,233.0,63.5,13,0,L,97,Lahore,Humid,1
7949,2026-03-26,231.5,62.9,17,1,M,161,Karachi,Humid,1
7950,2026-04-13,232.8,59.3,38,0,L,38,Karachi,Hot,0
7951,2026-04-10,236.2,66.5,10,1,M,122,Lahore,Clear,1
7952,2026-04-05,232.2,58.1,11,1,M,75,Karachi,Rain,1
7953,2026-04-09,234.5,63.5,43,2,H,44,Lahore,Hot,0
7954,2026-03-26,226.5,33.9,20,2,H,43,Karachi,Hot,0
7955,2026-03-22,233.0,62.3,17,2,H,130,Islamabad,Hot,1
7956,2026-03-24,231.0,41.8,29,2,H,133,Karachi,Rain,0
7957,2026-03-30,226.5,31.5,13,1,M,100,Lahore,Rain,0
7958,2026-04-03,226.2,36.3,17,0,L,180,Lahore,Hot,1
7959,2026-04-09,231.5,42.4,10,1,M,111,Islamabad,Rain,1
7960,2026-03-22,235.5,69.0,20,2,H,54,Lahore,Hot,0
7961,2026-03-23,229.5,39.9,38,2,H,27,Karachi,Humid,0
7962,2026-03-27,230.5,41.8,44,1,M,86,Karachi,Rain,0
7963,2026-04-12,225.2,28.5,10,1,M,105,Islamabad,Humid,1
7964,2026-04-03,236.0,64.7,18,1,M,176,Lahore,Clear,0
7965,2026-03-31,228.2,41.2,46,1,M,162,Islamabad,Rain,0
7966,2026-04-02,224.2,35.7,40,2,H,180,Karachi,Clear,1
7967,2026-03-31,231.0,41.2,10,1,M,180,Islamabad,Hot,1
7968,2026-03-21,229.8,33.9,30,0,L,180,Lahore,Rain,1
7969,2026-04-11,231.5,62.9,17,1,M,161,Islamabad,Rain,1
7970,2026-03-15,231.8,51.4,50,0,L,71,Lahore,Rain,0
7971,2026-04-10,224.0,35.1,13,0,L,180,Lahore,Clear,1
7972,2026-04-03,235.5,70.8,13,2,H,66,Karachi,Clear,1
7973,2026-04-12,226.5,32.1,26,1,M,180,Karachi,Hot,1
7974,2026-03-28,233.5,51.4,10,1,M,180,Karachi,Humid,1
7975,2026-03-31,227.5,36.3,28,1,M,176,Lahore,Humid,1
7976,2026-03-27,230.2,51.4,18,0,L,180,Islamabad,Clear,1
7977,2026-04-12,237.0,53.2,23,0,L,121,Lahore,Rain,0
7978,2026-03-16,231.2,50.8,47,1,M,180,Karachi,Humid,1
7979,2026-04-10,236.5,65.9,31,2,H,175,Karachi,Humid,0
7980,2026-03-28,235.0,62.3,25,2,H,152,Islamabad,Clear,0
7981,2026-03-15,233.2,63.5,35,0,L,180,Karachi,Hot,0
7982,2026-04-12,226.2,41.2,25,2,H,14,Karachi,Clear,0
7983,2026-03-19,233.2,49.6,58,2,H,151,Karachi,Clear,0
7984,2026-03-21,233.0,55.1,10,0,L,10,Islamabad,Rain,1
7985,2026-04-02,224.0,25.4,25,1,M,11,Lahore,Clear,0
7986,2026-03-28,229.5,49.6,37,1,M,180,Karachi,Rain,0
7987,2026-04-07,231.2,52.6,16,2,H,180,Islamabad,Hot,1
7988,2026-03-28,231.8,64.7,11,2,H,20,Karachi,Rain,1
7989,2026-03-29,227.0,43.6,18,0,L,180,Islamabad,Hot,1
7990,2026-03-19,232.0,55.1,13,0,L,171,Karachi,Hot,0
7991,2026-03-19,232.0,48.4,41,0,L,135,Islamabad,Hot,0
7992,2026-04-12,234.5,50.2,35,0,L,23,Karachi,Clear,0
7993,2026-04-04,234.0,68.4,15,0,L,32,Lahore,Rain,1
7994,2026-04-07,235.2,68.4,61,2,H,44,Karachi,Humid,0
7995,2026-03-16,221.5,23.0,10,1,M,89,Islamabad,Clear,1
7996,2026-04-01,235.8,51.4,28,0,L,153,Karachi,Hot,0
7997,2026-04-13,233.0,59.9,22,1,M,20,Lahore,Humid,1
7998,2026-04-11,228.5,35.7,23,2,H,8,Karachi,Clear,0
7999,2026-04-07,233.5,58.1,48,0,L,111,Islamabad,Humid,0
8000,2026-03-23,230.8,55.1,27,2,H,23,Islamabad,Hot,0
8001,2026-04-10,232.0,56.9,44,0,L,85,Lahore,Humid,0
8002,2026-04-11,227.2,41.8,42,2,H,180,Islamabad,Humid,0
8003,2026-03-24,232.2,58.1,11,1,M,75,Karachi,Hot,1
8004,2026-04-09,234.2,61.7,25,0,L,60,Karachi,Humid,0
8005,2026-04-01,233.2,55.7,22,1,M,131,Karachi,Clear,0
8006,2026-03-18,229.2,49.6,13,1,M,180,Islamabad,Humid,0
8007,2026-03-22,231.2,49.6,40,0,L,23,Karachi,Rain,0
8008,2026-04-01,231.0,61.7,17,1,M,12,Karachi,Clear,1
8009,2026-04-03,224.0,26.0,30,1,M,15,Karachi,Humid,0
8010,2026-04-09,234.5,68.4,17,1,M,60,Lahore,Rain,1
8011,2026-04-12,237.5,69.6,22,1,M,42,Islamabad,Rain,0
8012,2026-04-12,233.0,62.3,18,0,L,34,Islamabad,Rain,1
8013,2026-03-31,226.0,33.3,13,1,M,151,Islamabad,Humid,1
8014,2026-03-30,231.2,41.2,31,0,L,51,Lahore,Hot,0
8015,2026-04-01,234.8,64.7,100,1,M,2,Islamabad,Rain,1
8016,2026-03-21,234.5,68.4,17,1,M,60,Lahore,Hot,1
8017,2026-03-15,233.2,58.7,24,0,L,180,Lahore,Clear,1
8018,2026-04-11,225.2,28.5,10,1,M,105,Islamabad,Hot,1
8019,2026-03-15,233.5,56.3,10,0,L,180,Karachi,Hot,0
8020,2026-04-01,230.5,50.8,100,2,H,81,Karachi,Hot,1
8021,2026-03-18,232.2,61.7,16,1,M,126,Islamabad,Hot,1
8022,2026-04-06,230.2,60.5,10,2,H,147,Islamabad,Hot,1
8023,2026-04-03,229.2,53.2,14,1,M,113,Lahore,Clear,1
8024,2026-04-04,232.0,53.8,31,2,H,49,Islamabad,Clear,0
8025,2026-04-03,225.0,36.9,100,0,L,125,Lahore,Hot,1
8026,2026-03-18,226.8,36.9,31,2,H,6,Islamabad,Hot,0
8027,2026-04-08,223.8,26.0,12,1,M,24,Karachi,Rain,1
8028,2026-03-20,232.8,43.6,56,2,H,180,Karachi,Clear,0
8029,2026-04-11,238.8,72.6,10,2,H,161,Islamabad,Humid,1
8030,2026-03-17,233.8,50.2,18,1,M,136,Lahore,Clear,1
8031,2026-03-20,224.2,26.6,100,0,L,180,Karachi,Humid,1
